City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Date
210,Verkhnyaya Inta,RU,65.9811,60.3094,13.84,96,100,4.94,overcast clouds,2022-02-04 02:54:41
211,Banfora,BF,10.6333,-4.7667,70.43,12,0,4.79,clear sky,2022-02-04 02:54:42
212,Luderitz,NA,-26.6481,15.1594,68.16,70,1,15.68,clear sky,2022-02-04 02:54:42
213,Tilichiki,RU,60.4667,166.1,4.28,79,100,9.71,overcast clouds,2022-02-04 02:54:42
214,Inhambane,MZ,-23.865,35.3833,75.85,87,3,1.77,clear sky,2022-02-04 02:54:43
215,Puerto Madryn,AR,-42.7692,-65.0385,71.82,52,100,16.06,overcast clouds,2022-02-04 02:54:43
216,Vondrozo,MG,-22.8167,47.2833,68.38,97,83,4.83,light rain,2022-02-04 02:54:43
217,Arroyo Grande,US,35.1186,-120.5907,55.69,70,0,3.44,clear sky,2022-02-04 02:54:44
218,Sur,OM,22.5667,59.5289,67.5,48,0,2.93,clear sky,2022-02-04 02:51:50
219,Okhotsk,RU,59.3833,143.3,9.66,74,87,15.5,overcast clouds,2022-02-04 02:54:44
220,Osorno,CL,-40.5667,-73.15,63.25,82,0,3.44,clear sky,2022-02-04 02:54:44
221,Wanning,CN,18.8003,110.3967,65.91,86,100,11.18,overcast clouds,2022-02-04 02:54:45
222,Mamallapuram,IN,12.6264,80.1722,78.85,72,7,6.76,clear sky,2022-02-04 02:54:45
223,Mpika,ZM,-11.8343,31.4529,61.74,97,100,7.11,light rain,2022-02-04 02:54:45
224,Sarai,RU,53.7458,41.0213,21.34,96,100,8.84,snow,2022-02-04 02:54:46
225,Pangnirtung,CA,66.1451,-65.7125,-13.88,99,100,4.03,light snow,2022-02-04 02:54:46
226,Doha,QA,25.2867,51.5333,58.98,88,0,1.14,clear sky,2022-02-04 02:51:04
227,Alto Lucero,MX,19.6167,-96.7167,61.52,91,64,6.98,broken clouds,2022-02-04 02:54:46
228,Vila Velha,BR,-20.3297,-40.2925,76.95,94,75,1.01,broken clouds,2022-02-04 02:54:47
229,Monze,ZM,-16.2833,27.4833,64.11,98,96,2.89,overcast clouds,2022-02-04 02:55:47
230,Bandarbeyla,SO,9.4942,50.8122,72.19,71,5,12.21,clear sky,2022-02-04 02:55:47
231,Tigil,RU,57.8,158.6667,15.35,88,75,2.21,broken clouds,2022-02-04 02:55:47
232,Shelburne,CA,44.0787,-80.2041,10.9,89,100,12.03,overcast clouds,2022-02-04 02:55:48
233,Karratha,AU,-20.7377,116.8463,93.4,41,75,11.88,broken clouds,2022-02-04 02:51:08
234,Jiayuguan,CN,39.8167,98.3,17.04,37,70,5.55,broken clouds,2022-02-04 02:55:48
235,Erenhot,CN,43.6475,111.9767,4.01,76,12,6.35,few clouds,2022-02-04 02:55:48
236,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.47,97,98,5.75,overcast clouds,2022-02-04 02:52:11
237,Fourmies,FR,50.0153,4.0478,43.09,95,100,11.1,overcast clouds,2022-02-04 02:55:49
238,La Plata,AR,-34.9215,-57.9545,73.98,87,38,7.07,scattered clouds,2022-02-04 02:55:49
239,Lucapa,AO,-8.4192,20.7447,62.94,99,100,0.78,overcast clouds,2022-02-04 02:55:49
240,Vieste,IT,41.8825,16.175,50.29,56,100,11.7,overcast clouds,2022-02-04 02:55:50
241,Aklavik,CA,68.2191,-135.0107,-21.17,99,15,7.52,few clouds,2022-02-04 02:55:50
242,Lorengau,PG,-2.0226,147.2712,84.7,63,100,9.17,overcast clouds,2022-02-04 02:55:50
243,Zhigansk,RU,66.7697,123.3711,-28.12,98,92,2.89,overcast clouds,2022-02-04 02:55:51
244,Prado,BR,-17.3411,-39.2208,76.57,90,68,5.59,broken clouds,2022-02-04 02:51:13
245,Gondanglegi,ID,-7.7479,112.0132,83.12,72,100,0.63,overcast clouds,2022-02-04 02:55:51
246,Rosarito,MX,32.3333,-117.0333,57.38,33,0,5.35,clear sky,2022-02-04 02:55:51
247,Xuddur,SO,4.1213,43.8894,67.66,70,100,17.9,overcast clouds,2022-02-04 02:55:52
248,Constitucion,CL,-35.3333,-72.4167,58.37,92,47,9.19,scattered clouds,2022-02-04 02:55:52
249,Banepa,NP,27.6298,85.5214,44.92,87,75,14.97,broken clouds,2022-02-04 02:55:52
250,Itapage,BR,-3.6867,-39.5861,72.7,92,82,2.89,broken clouds,2022-02-04 02:55:53
251,Abu Kamal,SY,34.4506,40.9171,51.03,48,100,10.33,overcast clouds,2022-02-04 02:55:53
252,Lethem,GY,3.3803,-59.7968,82.04,61,38,11.34,scattered clouds,2022-02-04 02:55:53
253,Erzin,TR,36.9559,36.2,45.12,85,100,8.01,overcast clouds,2022-02-04 02:53:32
254,Christchurch,NZ,-43.5333,172.6333,64.9,84,100,1.99,light rain,2022-02-04 02:55:54
255,Bucerias,MX,20.75,-105.3333,66.78,79,63,2.73,broken clouds,2022-02-04 02:55:54
256,Saskylakh,RU,71.9167,114.0833,-15.02,97,100,1.81,overcast clouds,2022-02-04 02:55:54
257,Valparaiso,CL,-33.0393,-71.6273,63.52,82,0,0.0,clear sky,2022-02-04 02:55:55
258,Matay,EG,28.419,30.7792,50.13,51,5,12.66,clear sky,2022-02-04 02:52:52
259,Martinsville,US,36.6915,-79.8725,60.28,100,100,0.0,overcast clouds,2022-02-04 02:55:55
